train_score_1,test_score_1,train_relative_error_1,test_relative_error_1,train_score_5,test_score_5,train_relative_error_5,test_relative_error_5,train_score_9,test_score_9,train_relative_error_9,test_relative_error_9,train_score_13,test_score_13,train_relative_error_13,test_relative_error_13,train_score_17,test_score_17,train_relative_error_17,test_relative_error_17,train_score_21,test_score_21,train_relative_error_21,test_relative_error_21,train_score_25,test_score_25,train_relative_error_25,test_relative_error_25,train_score_29,test_score_29,train_relative_error_29,test_relative_error_29,train_score_33,test_score_33,train_relative_error_33,test_relative_error_33,train_score_37,test_score_37,train_relative_error_37,test_relative_error_37,train_score_41,test_score_41,train_relative_error_41,test_relative_error_41
6.609553491648567,7.444033330591838,42.90953799791662,40.20382850485841,7.293133715904824,7.9530959336675995,44.93868209244763,42.57771401838055,7.771618711907665,7.755849476594581,45.16085244372584,41.55704649608561,7.276958980482418,8.382858496246605,43.11943490505937,41.71494756083033,7.691227410726471,8.181195255968902,44.9007497836797,43.84691601519144,7.681295909155169,9.466833608317355,43.86170831203281,44.30348340971093,7.724142563577762,8.803491567270473,44.67801292803686,43.0513925809821,7.9319352431557135,9.256167381652224,47.54138927282781,50.42901094021038,7.480870205565992,9.04477712283561,43.598628949196595,41.299257272640354,7.537268782124384,8.448633680003189,44.06401688668487,39.01889079827488,7.684064845642913,8.768532220244612,43.86078616156773,35.55717087465214
6.897773504508035,7.615315443841563,43.894828079788496,41.30721829820592,7.620072570469329,8.079806109435278,47.894286032013994,44.993465159734164,7.373473705614331,8.235865103273593,44.345365039408286,42.065543188058605,7.584011434249054,8.245211783194334,44.50348595851404,42.84794502373232,7.748261891905522,8.157516780165887,45.57420536496054,45.158674223047015,7.796356207201442,8.519131299094246,44.26062872682943,42.97622229454129,8.10147401462078,8.975429276286237,44.78637737022218,45.04896829214357,7.344451568561156,8.74257526337302,44.41587555050418,43.610425035775755,7.809474372760061,9.179748785123897,47.756195996971186,46.53959561492148,7.675455537648905,8.760758126131556,45.11028182969185,39.18117319349803,7.944766242633884,8.377822930142122,43.99309431311657,35.126752812118724
6.657528005595692,7.5269780911473205,42.29993849417494,40.20791222069299,7.131870883530375,7.581860532240124,43.82492911670852,41.385290754423664,9.454508262957074,9.481220621344104,47.50300382088778,44.25879003927931,8.57324652976434,8.537515008187993,44.943569191607075,42.045127325771034,8.022049938005624,8.151227808897753,44.83456712673361,43.451544917987,7.949434993820849,8.322361090571,44.69968913167505,43.1397188077597,8.115643216411303,8.687990233687385,44.96127065897337,43.9343758098935,8.016623728205943,9.052537252831609,45.65504114545071,44.70155740852995,7.637807933606045,8.95917710870402,46.138966699489075,44.975002830485195,7.765765080162936,8.883741191113005,47.71514453835493,42.106954054465525,7.7679339941910035,9.822212752343711,46.14812937664757,38.386422613309975
6.769378433122742,7.443522996484394,43.04245765097086,40.56228045611381,7.3308277357417655,8.000778157843243,45.370218804414044,43.649711751263084,7.610934846534629,7.80614377832208,44.88368594211284,41.66287444170357,9.434884058040398,9.79931939855055,49.32875070156135,45.4202489926589,7.553835116158605,8.265897425504257,42.8482742746014,41.6202156932938,7.952942553342312,8.223138102328981,45.08830812507417,43.532684985586144,7.700212690643219,7.9056198784059974,43.80767267604611,41.550556779177896,7.446926477655897,8.878459001117866,45.52967051366805,45.45781042096746,7.862983616582263,9.077488755034778,44.62968508598414,40.375203700891994,7.471101660437417,8.421903324976613,43.93818648185146,38.86031294085056,7.327495184650744,8.789815598758853,44.19370853364829,35.84544341900285
7.278151737150243,7.654095321116386,42.90121006925859,40.31939749161398,7.351862973093074,8.233315649413806,43.41451501627709,41.09510467872605,7.913425169292876,8.582914953677063,44.65251685377411,42.369210068278704,7.591300602642998,8.533598073459814,45.522585227547594,43.893859540397806,7.380515059948988,8.892007846966747,43.682569378998856,42.490612371323984,7.783336740275827,8.364164540532057,44.48515226213716,43.74504829587676,7.820770463250019,8.858167746883684,43.46922549668028,42.05925952397908,7.801317027697229,8.878217635321672,44.484847241518395,41.95388760463542,7.521378203247713,8.997782209201125,43.35613327295291,40.40519369406044,7.821161388091726,8.490316686883997,43.60271816302894,37.48527387665442,8.057248168218377,8.977627150486336,46.021658590793834,37.51933207219023
6.805909873872408,7.5987164113399865,42.84643140627387,40.49600745913741,7.227507505780227,7.911177351758987,45.47278593809095,42.8072688748258,7.876361266071465,8.175995942580034,47.703156653900116,44.31712358357467,7.446566961951048,8.624513856034802,44.24902837084075,42.65380059595402,8.125554205632953,8.587709306183715,45.35471491902597,42.81413521599949,7.869904054762,8.278574740438629,45.01842093836104,46.47095024140162,7.44097667084423,8.393505654423135,43.532540818489515,42.227095195355446,7.249570909627193,9.082254852877833,42.80385698712635,42.45204707853403,8.460489446016842,9.76544891163136,49.398292860345606,46.25232644634388,7.901905950338926,8.645823653473169,43.666348079434066,37.89243477210939,7.933883281819611,8.391290235103618,44.66021239476608,36.13774889110205
6.583177881335505,7.580861234686638,41.88554489295667,40.01993349120321,7.100095429338755,8.07029856621629,46.466006226348505,43.24355670710907,7.304003740138011,7.998816296537312,44.595965229518164,41.78964380847963,7.484513234651419,8.614779970178398,44.256200628167996,42.77400237539847,7.527680626116535,8.203348537803667,44.559553487177936,43.783018551755106,8.059808961023851,8.094723551628633,44.057901753630475,42.616970415207,7.866521765372408,8.328130594567481,44.303397322638176,43.17333327931364,8.010382975502871,8.463827232268436,45.328762237325805,43.95344625725971,8.34236752196006,10.171712719977215,48.67064057425414,46.372493230110194,7.5102302471538405,8.747795546110577,45.52531139780349,39.938597052738665,7.107890654348606,8.74640518003591,44.5616431069607,37.64960915446192
6.705600823178844,7.613619650139869,42.54380320312376,40.30727055149967,7.115985686786749,7.764092892330624,44.51773995616541,42.36994673190233,7.1135854201052435,7.850562473835207,43.365152174710744,41.69411053563314,8.352915120921654,8.954458182616042,44.61117203237222,42.20989393890443,10.287879327404838,11.08440858382795,49.747984901230204,47.37935862758092,7.799410953211464,8.672489645307135,44.363929538383886,45.11421727913017,8.051867639906146,8.714301622421932,46.57844924606849,46.29677165778643,7.852010406169179,8.759273586143165,44.42590493424189,43.03346108940255,7.953152235124387,8.609624982389207,44.06539332174201,39.87685964344378,7.89909379231981,8.703622896113464,44.07717198698793,37.344633830716774,7.80070714220971,8.288451262626987,43.25969047660816,34.879527061082015
6.68520091981199,7.662335174196695,41.93649738682472,39.436209535377905,7.639397556771532,8.11767062427522,43.33700047581057,40.88975645864925,7.540180977650606,7.929316428325623,44.34049226707297,41.42080089735977,7.2800200788089695,8.268055889088199,43.56744023157346,41.798222344814306,7.390256124186498,8.406294636877163,44.89981115763719,45.49440479008285,7.7020430616012305,9.068929623189193,44.247787903566795,43.607169204045064,7.86252203080521,8.105131826995084,44.4526602829703,42.991569853993276,7.590299688976697,8.996129074638755,43.77126236286508,42.90550307770933,7.903965933633225,8.584465091184915,44.995527967819775,42.063037680282655,7.4904473497130795,8.661032815840883,42.99200096070142,37.85525940760882,7.456901304462727,8.911288603609066,44.57902482860756,36.28864944683923
6.595824778635596,7.4786143220007215,41.98361070853643,39.71708689706209,7.559178265155254,7.962380796378404,43.68194522707585,40.952537119337606,8.057760875208517,7.9599720288018885,45.29712155624891,42.385423341985216,7.797991419014494,8.123850000085692,43.93222826224272,41.90459855561701,7.85714508121111,8.343443536786015,44.01889099914242,41.9549315869652,7.947378688733711,8.718534789167585,45.16834703505408,45.74649733284372,7.975152981429432,9.33956477030986,47.335491614658544,47.2207560494003,7.683983674320115,8.377099363977955,43.298948297250206,40.66822972174598,8.064314838122433,8.813864881825118,45.13355472373022,41.792118214055535,8.515927109100293,9.303794035818486,44.03057920908638,37.961615554839256,7.844320871898307,8.99769293912268,43.75952785117893,35.67168280806398
6.919790910879747,7.614036018938399,42.82589013876153,40.27361642429473,7.866250260334278,8.454637897413944,44.910489641420945,42.24305369144176,7.4389212419474235,8.218209388764906,43.48531937840887,41.9837671659628,9.98595178148314,9.60890338766957,48.757329180470634,45.40933361405387,7.623705222494292,8.128815090775547,43.4982359836365,41.56009868397893,7.96611564316866,9.0707568708729,44.11356685052992,42.58307496200147,7.937342897171501,8.720548723756002,44.124623236734635,44.3608632200905,7.9283401287703,8.416429006777499,45.54755224782515,43.79745275452315,7.760166596553163,8.793375015697666,43.59003394577359,39.92521003298329,7.905314974537507,8.288271860904947,43.84219456010651,37.88639614464141,8.073842829874032,8.736632774912364,46.91382681737727,36.50847540860415
6.626835542365351,7.536924286091861,42.43097484075101,40.07631459652075,7.896804087409582,7.828516317729711,43.42621083283305,40.84281056403326,7.111348577168678,7.939758589074743,44.56379210874249,42.2580612863982,7.532796334960291,8.418806479871275,43.651235094638906,41.83200171058297,8.07525723631729,8.10285731587333,44.4271923022444,42.45471236354147,8.01781082351621,8.504148138517793,43.71778815370267,41.66739822193627,7.817998643811961,8.447196271742122,43.68148071613882,41.219964935539544,7.966714716730322,8.97543899312196,46.18472132305249,45.87768572039694,7.854138751138953,10.054184221839973,49.02177040278497,47.69340737620579,8.006863607720536,8.914581156796427,45.39648852768127,39.14535787200128,7.837254645189129,9.350244081141055,43.935326344828155,36.75033623043187
6.598862375739097,7.462447321913663,43.539969244482336,40.86391550931181,7.530089674095278,7.995281007573234,43.38165961231693,40.86824281945025,7.283092597469463,8.233456873769589,43.520703445094796,41.51313981129348,7.920538039682808,8.543267886486928,47.11865633596906,44.979885572882374,8.064272296451039,9.345397349570048,45.696063854453946,44.15187958473753,7.657241862592019,8.91441183646324,43.64657619883738,42.77584750516351,7.734965711068531,8.513177353885304,44.11986289431601,42.04234467947023,7.970420939079941,8.726711529680172,46.07297039929112,45.550991122116315,7.631230238675333,8.335775500812042,44.137360023112024,40.582090368513626,7.952516560169583,8.546484735329647,44.535904629285724,38.356573747580214,7.77826383574194,8.701733739909072,44.32446180549202,35.39762767400234
6.450750095377134,7.723770218389694,45.70935908012974,43.14326741957396,7.925375582620407,7.989178678571934,46.231120219667396,43.41593473855859,7.795932838677209,8.142280815968908,44.58855081134555,41.707840026504904,7.5441153459895975,8.077765892537704,43.710302246043234,41.38717753339285,7.883697515177679,8.762526189650062,43.667314094803416,41.933677023878055,8.099002518103385,8.628789714957628,46.384236328703366,46.49250202048915,7.655264183782699,8.97654203380564,43.40130552062049,42.0266917717391,7.963769129920956,8.909189446979312,46.901918955836635,45.40354602639457,8.097184318480926,8.626038032709802,44.1915023722398,39.785387579276914,6.973439304089147,8.68395935814496,42.93305538782596,38.12597336033467,7.909745371864613,8.423529444450256,44.2246762196745,35.52247710606581
6.430072848071419,7.678144881143865,44.97220049166318,43.27507939936537,7.1913314666017545,7.917974070836806,44.82794832442715,42.982675998812404,7.10607195735441,7.946565239875186,44.17299582796478,42.11413411582599,7.929696325908229,8.480834553283964,44.58850135158778,41.77429802726777,7.696766852369699,8.523977251704494,44.69002657881207,43.88208094910776,7.708407936369719,8.628721603563672,43.56049284755777,42.15246899868118,7.625124040740158,8.526073800606174,44.2661680944089,42.33334308189659,7.407892053004888,9.214258681045509,43.50742065621976,43.719950852229125,7.433866250135945,8.80361390664549,43.90634684755072,40.27996578368093,8.215551925389901,9.283433029121294,47.206983064235665,42.753989269529555,7.832886023572582,9.507324687840644,44.29933305334438,37.04853439477551
6.719796494279682,7.709013854218015,42.8615918716474,40.401435129289226,7.516704841946964,8.099855663275964,44.31482179788038,41.70212765388702,8.010550254570973,8.419375035200996,43.92752235055521,41.43377816998596,7.589499466907483,8.066546351347798,44.73979093641647,42.59171048092212,7.939303291156589,8.249543669900316,43.23078848611057,41.09043083822558,8.375018238276157,8.954439030335584,45.78469310919352,44.41695796561562,7.818256171445493,8.473460184775826,46.893847591724,47.288693718260866,7.774672333653906,8.709419500155393,43.90543883153588,43.30207606608801,8.040060300012689,9.000906278445571,44.09389471885419,39.917773605340464,7.770810358599263,8.465484723383005,43.238790042876076,37.33754488773572,7.710732446322452,8.560410873211472,43.41972452065654,35.21412648794786
6.957533042352965,7.691049546255748,42.934906145519015,40.387441871223444,7.814413634377539,8.08035014760778,44.06170303172519,41.35109423197875,7.162256733945946,8.11248890150793,42.783420483286775,41.30354822261773,7.732895072645822,8.571046884431206,44.313630450115824,42.49535724150442,7.573002340978169,8.663443952287775,43.68438207862977,42.02473432708699,7.608779695599331,8.47570485346424,44.57330451413319,44.932474022754576,8.20655949907663,8.359226589913463,45.08719076446525,43.28645939346379,7.687643728799463,8.578372967090507,44.106046034467944,41.22547478137476,7.669864585054106,9.383365469771112,43.49899183759961,41.342486375909814,7.709116401376885,9.246126658043556,43.66274118650634,39.0875823516241,7.367120185670208,9.178667713923012,44.452431056457804,36.57191741486307
6.986619986133385,7.5878926861372555,43.817389411926705,40.99265765682433,7.395120355576745,8.04731940279219,42.90122906141735,40.746184040288185,7.8999244951263154,7.772385954059287,43.538561084506654,41.01483162040522,7.570094864760304,8.452596853531933,43.09981468610573,42.009459721926284,7.993305388252201,8.75586109540427,44.51386560209429,42.555922370001646,7.584295970597077,8.289844494640565,43.638754171673405,42.40069148542129,7.88252218552072,8.540185588059732,44.040306304026025,42.87398046313004,7.924731971779544,8.567392451929154,44.66027645423861,41.709995536699985,7.552008494993758,8.986063843312085,44.80149154721025,42.402943947216016,7.327631926874556,8.433517780904648,42.77708252220555,36.872441356296726,7.944952077622502,8.423851431325248,43.99335803078067,35.42198528286967
6.774968416203504,7.686544429029493,42.99104826227853,40.6352994510621,7.706112664091504,8.429295220697282,43.099098065610974,41.08146545581598,7.183152040750195,7.991507721772724,44.89355098131877,42.46170101404437,7.258533139167366,8.530076088805524,44.32525655295968,42.85938006545614,7.487479765916314,7.923316953581128,44.461846363575354,42.708270673215694,7.683010747118541,8.043596222593372,45.98522707057289,45.45580086452751,8.017431416474846,9.288382205570626,45.650751563970175,44.954403940136686,7.864082205110873,8.901891018008481,47.943918390727745,47.0558446710881,7.565188382238525,8.670752027800786,43.29301234909083,40.25792111571745,7.907133238770959,8.19368044790024,44.276640291854136,37.22590864592731,8.078058858942873,9.007563630060735,43.89281218311434,36.40992939793187
6.904334306516994,7.679814595429592,42.71002636511396,40.48791971456339,7.870623067346482,8.246739790597042,44.55943852138177,42.12597359906394,7.183231561185949,7.841521463992675,43.92309435456021,41.407482282128605,7.594076194728754,8.342302450248201,44.72854847055118,44.55812437504525,7.771372436643406,8.141549426267868,44.270082074029816,43.328685177010264,7.592001347967819,8.181243502786009,43.171103506037035,41.51521870306147,8.070866731242553,8.15102465689448,45.59006152436301,43.77100950639273,7.489823540890867,8.850859987585466,44.05426860024932,42.69957463957838,7.550362652066719,8.687543123431524,44.19066314717091,40.73692954571884,7.887406972988044,8.842446917460208,50.573560713860516,42.919788227167025,8.284820873330803,8.97620389433684,45.070488603339804,36.12087212701616
